listener,condition,isi,delta,f,response
L0,roved,5.0,-1.0,2403.0,0.0
L0,roved,5.0,0.75,1218.0,1.0
L0,roved,5.0,0.5,1057.0,1.0
L0,roved,5.0,0.5,2962.0,1.0
L0,roved,5.0,0.75,2074.0,1.0
L0,roved,5.0,-0.5,2849.0,0.0
L0,roved,5.0,0.5,280.0,1.0
L0,roved,5.0,-0.5,511.0,0.0
L0,roved,5.0,-0.25,2169.0,0.0
L0,roved,5.0,0.0,2454.0,1.0
L0,roved,5.0,-0.75,3452.0,0.0
L0,roved,5.0,1.0,2768.0,1.0
L0,roved,5.0,-1.0,1851.0,0.0
L0,roved,5.0,0.75,713.0,1.0
L0,roved,5.0,-0.5,2944.0,0.0
L0,roved,5.0,0.0,525.0,1.0
L0,roved,5.0,0.25,1968.0,1.0
L0,roved,5.0,-0.75,152.0,0.0
L0,roved,5.0,-0.5,264.0,0.0
L0,roved,5.0,-0.25,2007.0,0.0
L0,roved,5.0,0.75,2296.0,1.0
L0,roved,5.0,-0.75,1778.0,0.0
L0,roved,5.0,-0.5,3352.0,0.0
L0,roved,5.0,1.0,1077.0,1.0
L0,roved,5.0,0.25,1428.0,1.0
L0,roved,5.0,0.25,3069.0,1.0
L0,roved,5.0,-0.75,933.0,0.0
L0,roved,5.0,1.0,1660.0,1.0
L0,roved,5.0,-0.25,3497.0,1.0
L0,roved,10.0,0.5,1118.0,1.0
L0,roved,10.0,0.5,755.0,1.0
L0,roved,10.0,0.5,838.0,1.0
L0,roved,10.0,1.0,1041.0,1.0
L0,roved,10.0,1.0,1086.0,1.0
L0,roved,10.0,0.25,2370.0,1.0
L0,roved,10.0,0.25,3554.0,1.0
L0,roved,10.0,-0.5,2019.0,1.0
L0,roved,10.0,0.0,637.0,0.0
L0,roved,10.0,0.5,3369.0,0.0
L0,roved,10.0,0.75,945.0,1.0
L0,roved,10.0,0.75,1238.0,1.0
L0,roved,10.0,0.25,656.0,1.0
L0,roved,10.0,0.75,3528.0,1.0
L0,roved,10.0,-0.5,1727.0,0.0
L0,roved,10.0,0.25,1748.0,1.0
L0,roved,10.0,-0.75,2691.0,0.0
L0,roved,10.0,0.75,2841.0,1.0
L0,roved,10.0,-0.75,1372.0,0.0
L0,roved,10.0,1.0,3102.0,1.0
L0,roved,10.0,0.0,79.0,0.0
L0,roved,10.0,-0.25,1819.0,1.0
L0,roved,10.0,0.5,91.0,1.0
L0,roved,10.0,0.75,2284.0,1.0
L0,roved,10.0,-0.5,2306.0,0.0
L0,roved,10.0,-1.0,509.0,0.0
L0,roved,10.0,-0.25,713.0,0.0
L0,roved,10.0,-0.5,2933.0,0.0
L0,roved,10.0,-1.0,602.0,0.0
L0,roved,10.0,0.0,2924.0,0.0
L0,roved,10.0,-1.0,1037.0,0.0
L0,roved,10.0,-0.75,3136.0,0.0
L0,roved,10.0,-0.25,937.0,1.0
L0,roved,10.0,-0.75,3254.0,0.0
L0,roved,10.0,1.0,299.0,1.0
L0,roved,10.0,0.0,3475.0,1.0
L0,roved,10.0,0.0,214.0,0.0
L0,roved,10.0,-1.0,2668.0,0.0
L0,roved,10.0,-1.0,1722.0,0.0
L0,roved,10.0,-0.75,338.0,0.0
L0,roved,10.0,-0.5,270.0,0.0
L0,roved,10.0,-0.25,2339.0,1.0
L0,roved,10.0,1.0,1177.0,1.0
L0,roved,10.0,0.25,992.0,1.0
L0,roved,10.0,-0.25,888.0,0.0
L0,roved,10.0,0.5,1355.0,1.0
L0,roved,10.0,-0.25,1817.0,1.0
L0,roved,10.0,-1.0,1058.0,0.0
L0,roved,10.0,0.25,1683.0,1.0
L0,roved,10.0,-0.5,1333.0,0.0
L0,roved,10.0,-0.25,2856.0,0.0
L0,roved,10.0,0.0,3429.0,0.0
L0,roved,10.0,0.0,1446.0,1.0
L0,roved,10.0,0.75,2042.0,1.0
L0,roved,10.0,0.75,192.0,1.0
L0,roved,10.0,0.25,1798.0,1.0
L0,roved,10.0,1.0,1583.0,1.0
L0,roved,10.0,0.75,1644.0,1.0
L0,roved,10.0,-0.75,1452.0,0.0
L0,roved,10.0,1.0,880.0,1.0
L0,roved,10.0,0.75,449.0,1.0
L0,roved,10.0,0.25,2422.0,1.0
L0,roved,10.0,1.0,2914.0,1.0
L0,roved,10.0,0.75,2417.0,1.0
L0,roved,10.0,-0.25,1951.0,0.0
L0,roved,10.0,1.0,2974.0,1.0
L0,roved,10.0,1.0,817.0,1.0
L0,roved,10.0,0.0,512.0,1.0
L0,roved,10.0,-1.0,2478.0,0.0
L0,roved,10.0,-0.5,1545.0,0.0
L0,roved,10.0,-1.0,1307.0,0.0
L0,roved,10.0,-0.5,1338.0,1.0
L0,roved,10.0,0.5,2237.0,1.0
L0,roved,10.0,-0.75,2818.0,0.0
L0,roved,10.0,-0.25,2521.0,0.0
L0,roved,10.0,0.5,615.0,1.0
L0,roved,10.0,-1.0,650.0,0.0
L0,roved,10.0,0.0,2415.0,0.0
L0,roved,10.0,-1.0,2517.0,0.0
L0,roved,10.0,-0.75,239.0,0.0
L0,roved,10.0,-0.75,1951.0,0.0
L0,roved,10.0,-0.5,2185.0,0.0
L0,roved,10.0,0.25,1097.0,1.0
L0,roved,10.0,-0.25,3144.0,0.0
L0,roved,10.0,-0.5,635.0,0.0
L0,roved,10.0,-0.75,1049.0,0.0
L0,roved,10.0,0.5,1112.0,1.0
L0,roved,10.0,0.0,3500.0,0.0
L0,roved,10.0,0.5,1551.0,1.0
L0,roved,10.0,0.25,2823.0,1.0
L0,roved,10.0,-1.0,1920.0,0.0
L0,roved,10.0,-0.75,439.0,0.0
L0,roved,10.0,1.0,2919.0,1.0
L0,roved,10.0,0.0,283.0,1.0
L0,roved,10.0,-1.0,3449.0,0.0
L0,roved,10.0,0.25,3067.0,1.0
L0,roved,10.0,-0.75,2511.0,0.0
L0,roved,10.0,1.0,3560.0,1.0
L0,roved,10.0,-0.75,3439.0,0.0
L0,roved,10.0,1.0,2183.0,1.0
L0,roved,10.0,-1.0,1627.0,0.0
L0,roved,10.0,-0.5,1781.0,0.0
L0,roved,10.0,0.75,716.0,1.0
L0,roved,10.0,0.25,2352.0,1.0
L0,roved,10.0,0.0,1161.0,0.0
L0,roved,10.0,0.5,85.0,1.0
L0,roved,10.0,-1.0,2224.0,0.0
L0,roved,10.0,0.0,625.0,1.0
L0,roved,10.0,-0.5,2335.0,0.0
L0,roved,10.0,-0.75,3532.0,0.0
L0,roved,10.0,0.75,3579.0,1.0
L0,roved,10.0,1.0,1482.0,1.0
L0,roved,10.0,0.5,3040.0,1.0
L0,roved,10.0,-0.25,466.0,0.0
L0,roved,10.0,0.75,2649.0,1.0
L0,roved,10.0,0.5,3111.0,1.0
L0,roved,10.0,0.5,3176.0,1.0
L0,roved,10.0,0.25,755.0,1.0
L0,roved,10.0,-0.25,581.0,1.0
L0,roved,10.0,-0.5,2391.0,1.0
L0,roved,10.0,-0.25,1889.0,0.0
L0,roved,10.0,-0.5,2905.0,0.0
L0,roved,10.0,-0.25,501.0,1.0
L0,roved,10.0,0.75,1517.0,1.0
L0,roved,10.0,-1.0,275.0,0.0
L0,roved,10.0,0.25,187.0,1.0
L0,roved,10.0,1.0,2900.0,1.0
L0,roved,10.0,0.5,1913.0,1.0
L0,roved,10.0,0.75,1090.0,1.0
L0,roved,10.0,-0.75,1517.0,0.0
L0,roved,10.0,-0.5,2156.0,0.0
L0,roved,10.0,-0.25,1562.0,0.0
L0,roved,10.0,0.0,3131.0,0.0
L0,roved,10.0,0.25,1881.0,1.0
L0,roved,10.0,0.0,3359.0,0.0
L0,roved,5.0,-0.75,1095.0,0.0
L0,roved,5.0,-1.0,2274.0,0.0
L0,roved,5.0,0.75,169.0,1.0
L0,roved,5.0,0.25,2092.0,1.0
L0,roved,5.0,0.5,3119.0,1.0
L0,roved,5.0,-0.25,320.0,1.0
L0,roved,5.0,-0.5,2055.0,0.0
L0,roved,5.0,0.5,2432.0,1.0
L0,roved,5.0,1.0,2117.0,1.0
L0,roved,5.0,-0.75,2598.0,0.0
L0,roved,5.0,-1.0,3371.0,0.0
L0,roved,5.0,0.75,3312.0,1.0
L0,roved,5.0,-0.5,2761.0,0.0
L0,roved,5.0,0.75,2640.0,1.0
L0,roved,5.0,0.25,1595.0,1.0
L0,roved,5.0,-0.75,2667.0,0.0
L0,roved,5.0,-0.25,41.0,0.0
L0,roved,5.0,0.0,1386.0,1.0
L0,roved,5.0,0.0,433.0,1.0
L0,roved,5.0,0.5,1026.0,1.0
L0,roved,5.0,-1.0,1197.0,0.0
L0,roved,5.0,-0.5,2826.0,0.0
L0,roved,5.0,-0.25,2714.0,0.0
L0,roved,5.0,-0.25,2548.0,0.0
L0,roved,5.0,0.25,1761.0,1.0
L0,roved,5.0,1.0,232.0,1.0
L0,roved,5.0,1.0,2293.0,1.0
L0,roved,5.0,-0.25,3430.0,0.0
L0,roved,5.0,-0.75,3470.0,0.0
L0,roved,5.0,-0.5,1122.0,0.0
L0,roved,5.0,-1.0,3197.0,0.0
L0,roved,5.0,0.75,2295.0,1.0
L0,roved,5.0,0.25,3001.0,0.0
L0,roved,5.0,0.0,3578.0,1.0
L0,roved,5.0,0.75,1958.0,1.0
L0,roved,5.0,0.0,2715.0,0.0
L0,roved,5.0,1.0,1647.0,1.0
L0,roved,5.0,-0.75,1321.0,0.0
L0,roved,5.0,1.0,3391.0,1.0
L0,roved,5.0,0.0,3297.0,0.0
L0,roved,5.0,0.5,3067.0,1.0
L0,roved,5.0,-0.5,3581.0,0.0
L0,roved,5.0,-1.0,1481.0,0.0
L0,roved,5.0,0.5,2529.0,1.0
L0,roved,5.0,0.25,1644.0,1.0
L0,roved,5.0,-0.25,2446.0,0.0
L0,roved,5.0,1.0,1030.0,1.0
L0,roved,5.0,1.0,336.0,1.0
L0,roved,5.0,0.75,3010.0,1.0
L0,roved,5.0,0.25,315.0,0.0
L0,roved,5.0,-0.5,1415.0,0.0
L0,roved,5.0,-0.25,2822.0,0.0
L0,roved,5.0,-1.0,1024.0,0.0
L0,roved,5.0,-0.75,882.0,0.0
L0,roved,5.0,0.0,1934.0,1.0
L0,roved,5.0,0.75,3287.0,1.0
L0,roved,5.0,-0.75,2479.0,0.0
L0,roved,5.0,-0.75,465.0,0.0
L0,roved,5.0,-0.75,2604.0,0.0
L0,roved,5.0,-0.5,3451.0,0.0
L0,roved,5.0,0.0,1332.0,1.0
L0,roved,5.0,0.25,3580.0,1.0
L0,roved,5.0,-0.5,3593.0,0.0
L0,roved,5.0,-0.25,2458.0,0.0
L0,roved,5.0,0.0,3173.0,0.0
L0,roved,5.0,-0.25,3127.0,0.0
L0,roved,5.0,0.5,52.0,1.0
L0,roved,5.0,-0.5,2954.0,0.0
L0,roved,5.0,0.5,1864.0,1.0
L0,roved,5.0,-0.75,1669.0,0.0
L0,roved,5.0,-1.0,627.0,1.0
L0,roved,5.0,0.25,125.0,1.0
L0,roved,5.0,-1.0,112.0,0.0
L0,roved,5.0,1.0,1129.0,1.0
L0,roved,5.0,-1.0,3434.0,0.0
L0,roved,5.0,0.5,2721.0,1.0
L0,roved,5.0,0.75,333.0,1.0
L0,roved,5.0,0.75,1531.0,1.0
L0,roved,5.0,-0.5,3331.0,0.0
L0,roved,5.0,0.0,240.0,1.0
L0,roved,5.0,-1.0,2866.0,0.0
L0,roved,5.0,0.25,2944.0,1.0
L0,roved,5.0,-0.25,3365.0,0.0
L0,roved,5.0,0.5,863.0,1.0
L0,roved,5.0,0.0,1978.0,0.0
L0,roved,5.0,0.5,2541.0,1.0
L0,roved,5.0,0.75,1011.0,1.0
L0,roved,5.0,1.0,707.0,1.0
L0,roved,5.0,0.25,1657.0,1.0
L0,roved,5.0,1.0,348.0,1.0
L0,roved,2.0,1.0,144.0,1.0
L0,roved,2.0,-0.75,210.0,0.0
L0,roved,2.0,-0.5,1071.0,0.0
L0,roved,2.0,0.75,2936.0,1.0
L0,roved,2.0,0.5,2633.0,0.0
L0,roved,2.0,0.25,3229.0,1.0
L0,roved,2.0,0.25,925.0,1.0
L0,roved,2.0,0.25,1687.0,0.0
L0,roved,2.0,-1.0,1560.0,0.0
L0,roved,2.0,0.5,2668.0,1.0
L0,roved,2.0,-0.5,1256.0,0.0
L0,roved,2.0,0.0,3353.0,1.0
L0,roved,2.0,-0.5,2021.0,1.0
L0,roved,2.0,-0.25,2708.0,0.0
L0,roved,2.0,0.75,2109.0,1.0
L0,roved,2.0,-0.75,1498.0,0.0
L0,roved,2.0,0.0,2369.0,1.0
L0,roved,2.0,-1.0,3152.0,0.0
L0,roved,2.0,-0.25,3494.0,1.0
L0,roved,2.0,0.0,1765.0,1.0
L0,roved,2.0,0.5,836.0,1.0
L0,roved,2.0,-1.0,2844.0,0.0
L0,roved,2.0,-0.25,2819.0,1.0
L0,roved,2.0,-1.0,1611.0,0.0
L0,roved,2.0,-1.0,2008.0,0.0
L0,roved,2.0,-0.5,2330.0,1.0
L0,roved,2.0,0.75,1213.0,1.0
L0,roved,2.0,0.0,341.0,0.0
L0,roved,2.0,-0.75,2498.0,0.0
L0,roved,2.0,1.0,2651.0,1.0
L0,roved,2.0,1.0,908.0,1.0
L0,roved,2.0,0.5,2028.0,1.0
L0,roved,2.0,0.5,1373.0,1.0
L0,roved,2.0,-0.25,3109.0,1.0
L0,roved,2.0,-0.75,537.0,0.0
L0,roved,2.0,0.75,980.0,1.0
L0,roved,2.0,-0.5,3346.0,0.0
L0,roved,2.0,0.75,2462.0,1.0
L0,roved,2.0,-0.25,2470.0,0.0
L0,roved,2.0,-0.75,808.0,0.0
L0,roved,2.0,0.25,1125.0,1.0
L0,roved,2.0,0.0,1648.0,1.0
L0,roved,2.0,0.25,341.0,1.0
L0,roved,2.0,1.0,106.0,1.0
L0,roved,2.0,1.0,3287.0,1.0
L0,roved,2.0,-1.0,3594.0,0.0
L0,roved,2.0,0.25,1893.0,1.0
L0,roved,2.0,0.75,317.0,1.0
L0,roved,2.0,0.75,2844.0,1.0
L0,roved,2.0,0.5,3147.0,1.0
L0,roved,2.0,-0.5,513.0,0.0
L0,roved,2.0,-0.25,2851.0,0.0
L0,roved,2.0,-0.75,368.0,0.0
L0,roved,2.0,-0.5,2540.0,0.0
L0,roved,2.0,-0.5,1535.0,0.0
L0,roved,2.0,-0.25,2747.0,1.0
L0,roved,2.0,-1.0,631.0,0.0
L0,roved,2.0,-0.25,3442.0,0.0
L0,roved,2.0,-0.75,3466.0,0.0
L0,roved,2.0,0.5,216.0,1.0
L0,roved,2.0,-1.0,3521.0,0.0
L0,roved,2.0,-1.0,2369.0,0.0
L0,roved,2.0,0.5,653.0,1.0
L0,roved,2.0,-0.75,265.0,0.0
L0,roved,2.0,0.25,1211.0,1.0
L0,roved,2.0,1.0,433.0,1.0
L0,roved,2.0,0.25,2696.0,1.0
L0,roved,2.0,0.0,382.0,1.0
L0,roved,2.0,0.25,3540.0,1.0
L0,roved,2.0,0.5,1059.0,1.0
L0,roved,2.0,1.0,1618.0,1.0
L0,roved,2.0,0.0,809.0,0.0
L0,roved,2.0,0.75,2535.0,1.0
L0,roved,2.0,-0.75,2362.0,0.0
L0,roved,2.0,-0.5,1390.0,0.0
L0,roved,2.0,1.0,147.0,1.0
L0,roved,2.0,-0.25,1928.0,0.0
L0,roved,2.0,0.25,1237.0,1.0
L0,roved,2.0,-0.5,50.0,0.0
L0,roved,2.0,1.0,1149.0,1.0
L0,roved,2.0,0.0,1705.0,1.0
L0,roved,2.0,0.75,2336.0,1.0
L0,roved,2.0,0.0,1178.0,0.0
L0,roved,2.0,1.0,1479.0,1.0
L0,roved,2.0,-0.75,901.0,0.0
L0,roved,2.0,-1.0,1847.0,0.0
L0,roved,2.0,0.5,283.0,1.0
L0,roved,2.0,0.0,198.0,1.0
L0,roved,2.0,-0.25,2180.0,0.0
L0,roved,2.0,0.75,2199.0,1.0
L0,roved,2.0,0.25,1433.0,1.0
L0,roved,2.0,-0.25,2521.0,1.0
L0,roved,2.0,-0.25,3050.0,1.0
L0,roved,2.0,0.75,3479.0,1.0
L0,roved,2.0,-1.0,826.0,0.0
L0,roved,2.0,0.0,667.0,0.0
L0,roved,2.0,1.0,2405.0,1.0
L0,roved,2.0,-0.5,2655.0,0.0
L0,roved,2.0,0.0,546.0,1.0
L0,roved,2.0,0.5,320.0,1.0
L0,roved,2.0,-0.25,2869.0,0.0
L0,roved,2.0,1.0,352.0,1.0
L0,roved,2.0,1.0,3054.0,1.0
L0,roved,2.0,0.25,2654.0,1.0
L0,roved,2.0,-1.0,714.0,0.0
L0,roved,2.0,0.75,1051.0,1.0
L0,roved,2.0,-0.75,1633.0,0.0
L0,roved,2.0,0.5,786.0,1.0
L0,roved,2.0,0.25,2184.0,1.0
L0,roved,2.0,1.0,137.0,1.0
L0,roved,2.0,0.25,88.0,1.0
L0,roved,2.0,-0.25,2269.0,0.0
L0,roved,2.0,0.0,3261.0,1.0
L0,roved,2.0,-0.5,2185.0,0.0
L0,roved,2.0,-0.25,2444.0,0.0
L0,roved,2.0,0.5,2602.0,1.0
L0,roved,2.0,-0.5,2866.0,0.0
L0,roved,2.0,-0.75,3117.0,0.0
L0,roved,2.0,-1.0,1540.0,0.0
L0,roved,2.0,0.75,1778.0,1.0
L0,roved,2.0,-0.75,318.0,0.0
L0,roved,2.0,0.5,1720.0,1.0
L0,roved,2.0,0.0,391.0,1.0
L0,roved,2.0,0.75,619.0,1.0
L0,roved,2.0,-1.0,171.0,0.0
L0,roved,2.0,-0.5,2292.0,0.0
L0,roved,2.0,-1.0,2176.0,0.0
L0,roved,2.0,0.5,2942.0,1.0
L0,roved,2.0,-0.75,636.0,0.0
L0,roved,2.0,-0.5,3146.0,0.0
L0,roved,2.0,-0.75,2932.0,0.0
L0,roved,2.0,1.0,195.0,1.0
L0,roved,2.0,0.0,221.0,0.0
L0,roved,2.0,0.75,360.0,1.0
L0,roved,2.0,0.25,3471.0,1.0
L0,roved,5.0,0.0,1795.0,1.0
L0,roved,5.0,-0.75,1442.0,0.0
L0,roved,5.0,0.25,1712.0,1.0
L0,roved,5.0,1.0,655.0,1.0
L0,roved,5.0,-0.25,3519.0,0.0
L0,roved,5.0,1.0,3511.0,1.0
L0,roved,5.0,1.0,3141.0,1.0
L0,roved,5.0,0.75,1834.0,1.0
L0,roved,5.0,0.5,1219.0,1.0
L0,roved,5.0,1.0,183.0,1.0
L0,roved,5.0,0.5,2214.0,1.0
L0,roved,5.0,-0.75,2803.0,0.0
L0,roved,5.0,0.0,2828.0,1.0
L0,roved,5.0,-0.75,793.0,0.0
L0,roved,5.0,0.0,2811.0,1.0
L0,roved,5.0,-0.25,1817.0,1.0
L0,roved,5.0,-1.0,1346.0,0.0
L0,roved,5.0,-0.5,457.0,0.0
L0,roved,5.0,0.75,2549.0,1.0
L0,roved,5.0,0.5,2939.0,1.0
L0,roved,5.0,1.0,3483.0,1.0
L0,roved,5.0,0.0,270.0,0.0
L0,roved,5.0,0.25,394.0,1.0
L0,roved,5.0,0.75,579.0,1.0
L0,roved,5.0,-0.75,491.0,0.0
L0,roved,5.0,-0.25,1408.0,0.0
L0,roved,5.0,0.25,3501.0,1.0
L0,roved,5.0,0.5,1360.0,1.0
L0,roved,5.0,0.25,341.0,1.0
L0,roved,5.0,0.75,2663.0,1.0
L0,roved,5.0,-0.5,2317.0,0.0
L0,roved,5.0,-0.5,2828.0,0.0
L0,roved,5.0,-0.5,830.0,0.0
L0,roved,5.0,0.0,1640.0,0.0
L0,roved,5.0,-0.5,1696.0,0.0
L0,roved,5.0,-1.0,3321.0,0.0
L0,roved,5.0,-0.75,216.0,0.0
L0,roved,5.0,0.75,1408.0,1.0
L0,roved,5.0,-1.0,3435.0,0.0
L0,roved,5.0,0.5,1759.0,1.0
L0,roved,5.0,-0.25,1475.0,0.0
L0,roved,5.0,-1.0,2053.0,0.0
L0,roved,5.0,-1.0,1177.0,0.0
L0,roved,5.0,-0.25,2974.0,0.0
L0,roved,5.0,0.25,1523.0,0.0
L0,roved,5.0,-0.75,2285.0,0.0
L0,roved,5.0,-0.25,987.0,1.0
L0,roved,5.0,0.25,1832.0,1.0
L0,roved,5.0,0.75,2702.0,1.0
L0,roved,5.0,1.0,872.0,1.0
L0,roved,5.0,-1.0,3557.0,0.0
L0,roved,5.0,0.0,1315.0,1.0
L0,roved,5.0,0.25,261.0,1.0
L0,roved,5.0,-0.75,50.0,0.0
L0,roved,5.0,0.75,2377.0,1.0
L0,roved,5.0,-0.75,314.0,0.0
L0,roved,5.0,-0.5,2504.0,1.0
L0,roved,5.0,1.0,1512.0,1.0
L0,roved,5.0,-1.0,2858.0,0.0
L0,roved,5.0,1.0,251.0,1.0
L0,roved,5.0,-1.0,379.0,0.0
L0,roved,5.0,-0.75,931.0,0.0
L0,roved,5.0,-1.0,1266.0,0.0
L0,roved,5.0,0.5,312.0,0.0
L0,roved,5.0,-0.5,1149.0,0.0
L0,roved,5.0,0.5,1011.0,1.0
L0,roved,5.0,0.75,579.0,1.0
L0,roved,5.0,-1.0,1710.0,0.0
L0,roved,5.0,1.0,3452.0,1.0
L0,roved,5.0,0.5,2123.0,1.0
L0,roved,5.0,0.5,1398.0,1.0
L0,roved,5.0,1.0,365.0,1.0
L0,roved,5.0,-0.75,1889.0,0.0
L0,roved,5.0,-0.25,1978.0,1.0
L0,roved,5.0,-0.5,202.0,0.0
L0,roved,5.0,0.5,2004.0,1.0
L0,roved,5.0,0.0,2658.0,0.0
L0,roved,5.0,0.25,3302.0,1.0
L0,roved,5.0,0.75,2603.0,1.0
L0,roved,5.0,0.0,365.0,1.0
L0,roved,5.0,-0.25,1806.0,1.0
L0,roved,5.0,0.75,1342.0,1.0
L0,roved,5.0,-0.25,380.0,1.0
L0,roved,5.0,-0.25,2558.0,0.0
L0,roved,5.0,0.25,3089.0,1.0
L0,roved,5.0,-0.5,1494.0,0.0
L0,roved,5.0,0.0,2445.0,1.0
L0,roved,5.0,-0.5,1832.0,0.0
L0,roved,5.0,0.25,453.0,1.0
L0,roved,5.0,0.0,1898.0,1.0
L0,fixed,10.0,-0.5,1800.0,0.0
L0,fixed,10.0,0.25,1800.0,1.0
L0,fixed,10.0,0.25,1800.0,1.0
L0,fixed,10.0,-1.0,1800.0,0.0
L0,fixed,10.0,-0.25,1800.0,0.0
L0,fixed,10.0,0.5,1800.0,1.0
L0,fixed,10.0,0.0,1800.0,0.0
L0,fixed,10.0,-1.0,1800.0,0.0
L0,fixed,10.0,1.0,1800.0,1.0
L0,fixed,10.0,0.5,1800.0,1.0
L0,fixed,10.0,-0.5,1800.0,0.0
L0,fixed,10.0,-1.0,1800.0,0.0
L0,fixed,10.0,-0.75,1800.0,0.0
L0,fixed,10.0,0.25,1800.0,1.0
L0,fixed,10.0,-1.0,1800.0,0.0
L0,fixed,10.0,-0.25,1800.0,0.0
L0,fixed,10.0,-0.25,1800.0,0.0
L0,fixed,10.0,0.75,1800.0,1.0
L0,fixed,10.0,0.75,1800.0,1.0
L0,fixed,10.0,-1.0,1800.0,0.0
L0,fixed,10.0,-0.75,1800.0,0.0
L0,fixed,10.0,0.0,1800.0,1.0
L0,fixed,10.0,0.0,1800.0,1.0
L0,fixed,10.0,-0.25,1800.0,0.0
L0,fixed,10.0,-0.5,1800.0,0.0
L0,fixed,10.0,-0.75,1800.0,0.0
L0,fixed,10.0,0.75,1800.0,1.0
L0,fixed,10.0,1.0,1800.0,1.0
L0,fixed,10.0,1.0,1800.0,1.0
L0,fixed,10.0,0.0,1800.0,0.0
L0,fixed,10.0,0.0,1800.0,1.0
L0,fixed,10.0,0.25,1800.0,1.0
L0,fixed,10.0,0.75,1800.0,1.0
L0,fixed,10.0,0.25,1800.0,1.0
L0,fixed,10.0,-0.75,1800.0,0.0
L0,fixed,10.0,0.5,1800.0,1.0
L0,fixed,10.0,0.75,1800.0,1.0
L0,fixed,10.0,-0.5,1800.0,0.0
L0,fixed,10.0,0.5,1800.0,1.0
L0,fixed,10.0,1.0,1800.0,1.0
L0,fixed,10.0,1.0,1800.0,1.0
L0,fixed,10.0,-0.75,1800.0,0.0
L0,fixed,10.0,0.5,1800.0,1.0
L0,fixed,10.0,-0.25,1800.0,0.0
L0,fixed,10.0,-0.5,1800.0,0.0
L0,fixed,2.0,1.0,1800.0,1.0
L0,fixed,2.0,0.25,1800.0,1.0
L0,fixed,2.0,-0.25,1800.0,0.0
L0,fixed,2.0,0.0,1800.0,1.0
L0,fixed,2.0,0.75,1800.0,1.0
L0,fixed,2.0,-0.75,1800.0,0.0
L0,fixed,2.0,0.75,1800.0,1.0
L0,fixed,2.0,0.5,1800.0,1.0
L0,fixed,2.0,-0.5,1800.0,0.0
L0,fixed,2.0,-1.0,1800.0,0.0
L0,fixed,2.0,-1.0,1800.0,0.0
L0,fixed,2.0,1.0,1800.0,1.0
L0,fixed,2.0,-0.25,1800.0,1.0
L0,fixed,2.0,0.75,1800.0,1.0
L0,fixed,2.0,0.75,1800.0,1.0
L0,fixed,2.0,0.25,1800.0,1.0
L0,fixed,2.0,-1.0,1800.0,0.0
L0,fixed,2.0,-1.0,1800.0,0.0
L0,fixed,2.0,-0.25,1800.0,0.0
L0,fixed,2.0,-0.25,1800.0,0.0
L0,fixed,2.0,-0.75,1800.0,0.0
L0,fixed,2.0,-0.5,1800.0,0.0
L0,fixed,2.0,0.0,1800.0,1.0
L0,fixed,2.0,1.0,1800.0,1.0
L0,fixed,2.0,0.5,1800.0,1.0
L0,fixed,2.0,-0.25,1800.0,0.0
L0,fixed,2.0,0.25,1800.0,1.0
L0,fixed,2.0,0.5,1800.0,1.0
L0,fixed,2.0,0.0,1800.0,1.0
L0,fixed,2.0,1.0,1800.0,1.0
L0,fixed,2.0,0.5,1800.0,1.0
L0,fixed,2.0,-0.75,1800.0,0.0
L0,fixed,2.0,-0.5,1800.0,0.0
L0,fixed,2.0,1.0,1800.0,1.0
L0,fixed,2.0,-0.5,1800.0,0.0
L0,fixed,2.0,0.5,1800.0,1.0
L0,fixed,2.0,0.25,1800.0,1.0
L0,fixed,2.0,-0.5,1800.0,0.0
L0,fixed,2.0,0.25,1800.0,1.0
L0,fixed,2.0,-0.75,1800.0,0.0
L0,fixed,2.0,0.0,1800.0,1.0
L0,fixed,2.0,0.75,1800.0,1.0
L0,fixed,2.0,-0.75,1800.0,0.0
L0,fixed,2.0,0.0,1800.0,1.0
L0,fixed,2.0,-1.0,1800.0,0.0
L0,fixed,10.0,0.75,1800.0,1.0
L0,fixed,10.0,0.25,1800.0,0.0
L0,fixed,10.0,0.75,1800.0,1.0
L0,fixed,10.0,0.25,1800.0,1.0
L0,fixed,10.0,-0.75,1800.0,0.0
L0,fixed,10.0,-1.0,1800.0,0.0
L0,fixed,10.0,-0.5,1800.0,0.0
L0,fixed,10.0,-0.5,1800.0,0.0
L0,fixed,10.0,0.0,1800.0,1.0
L0,fixed,10.0,0.25,1800.0,1.0
L0,fixed,10.0,1.0,1800.0,1.0
L0,fixed,10.0,0.5,1800.0,1.0
L0,fixed,10.0,0.0,1800.0,0.0
L0,fixed,10.0,-0.25,1800.0,1.0
L0,fixed,10.0,0.5,1800.0,1.0
L0,fixed,10.0,-0.75,1800.0,0.0
L0,fixed,10.0,-0.25,1800.0,0.0
L0,fixed,10.0,0.0,1800.0,1.0
L0,fixed,10.0,-1.0,1800.0,0.0
L0,fixed,10.0,-0.5,1800.0,0.0
L0,fixed,10.0,0.75,1800.0,1.0
L0,fixed,10.0,-0.75,1800.0,0.0
L0,fixed,10.0,0.75,1800.0,1.0
L0,fixed,10.0,-0.5,1800.0,0.0
L0,fixed,10.0,-0.25,1800.0,0.0
L0,fixed,10.0,1.0,1800.0,1.0
L0,fixed,10.0,0.0,1800.0,0.0
